Official_name,Old_name,SKY,NGVS_ra,NGVS_dec,x_g_gal,y_g_gal,Nuc_Flag,Index,Size,AxisRatio,PA,principleg_mag_cg
NGVSJ12:29:07.96+13:40:22.4,NGVSJ12:29:07.96+13:40:22.4,0.013999999999999999,187.28316669999998,13.6728889,200.641,200.64,0,442,47.863,0.945,-20.956,-100.0
NGVSJ12:31:35.38+12:10:07.4,NGVS12:31:35.366+12:10:07.88+0+0,4.28,187.89743149999998,12.168723199999999,200.67,203.43400000000003,0,443,52.16042625712839,0.95,-45.0,18.893
NGVSJ12:29:54.77+12:55:51.4,NGVS12:29:54.742+12:55:50.76-1+1,0.439,187.47819180000002,12.9309343,200.675,204.988,0,444,19.877005388392483,0.7642,12.74,21.72300000000001
NGVSJ12:22:55.15+05:26:21.9,NGVSJ12:22:55.15+05:26:21.9,1.669,185.7297917,5.4394167,200.688,202.077,0,445,31.456000000000003,0.728,4.082,-100.0
NGVSJ12:35:19.52+13:16:11.0,NGVSJ12:35:19.52+13:16:11.0,-0.02,188.8313333,13.269722199999999,200.768,203.1,0,446,23.921,0.8270000000000001,-7.454,-100.0
NGVSJ12:26:42.50+09:53:54.8,NGVSJ12:26:42.50+09:53:54.8,0.147,186.67708330000002,9.8985556,200.796,202.597,1,447,45.57899999999999,0.816,-35.824,-100.0
NGVSJ12:46:05.36+12:48:47.6,NGVSJ12:46:05.36+12:48:47.6,0.177,191.5223333,12.8132222,200.81599999999997,201.493,0,448,26.853,0.648,-30.717,-100.0
NGVSJ12:40:26.37+14:31:52.0,NGVSJ12:40:26.37+14:31:52.0,0.32,190.109875,14.5311111,200.854,202.57,0,449,25.416,0.807,16.491,-100.0
NGVSJ12:31:53.09+13:15:44.1,NGVS12:31:53.071+13:15:44.63+0+1,1.3,187.9711885,13.262240400000001,200.87400000000002,199.203,1,450,26.395721231552372,0.95,-45.0,21.252
NGVSJ12:48:45.70+12:15:12.9,NGVSJ12:48:45.70+12:15:12.9,0.9740000000000001,192.1904167,12.2535833,200.87599999999998,203.933,0,451,40.0,0.982,35.8,-100.0
NGVSJ12:36:58.39+12:25:15.3,NGVSJ12:36:58.39+12:25:15.3,0.131,189.2432917,12.4209167,200.88400000000001,202.05900000000003,0,452,14.354000000000001,0.8909999999999999,-29.152,-100.0
NGVSJ12:32:54.78+11:57:26.2,NGVS12:32:54.778+11:57:26.20+0+0,0.527,188.22827030000002,11.957286400000001,200.924,203.305,0,453,17.085561140335816,0.95,-45.0,21.978
NGVSJ12:19:50.54+12:09:41.0,NGVSJ12:19:50.54+12:09:41.0,0.23,184.9605833,12.1613889,200.946,201.646,0,454,55.51,0.392,45.715,-100.0
NGVSJ12:39:48.45+09:49:46.6,NGVSJ12:39:48.45+09:49:46.6,0.21100000000000002,189.951875,9.8296111,200.976,201.334,0,455,45.979,0.96,71.516,-100.0
NGVSJ12:28:23.71+10:08:13.1,NGVSJ12:28:23.71+10:08:13.1,-0.038,187.0987917,10.136972199999999,200.99599999999998,200.84099999999998,0,456,23.435,0.6609999999999999,-17.133,-100.0
NGVSJ12:32:57.87+15:59:04.5,NGVSJ12:32:57.87+15:59:04.5,0.375,188.241125,15.9845833,201.005,200.799,0,457,31.06,0.6759999999999999,-66.993,-100.0
NGVSJ12:34:42.72+11:00:52.7,NGVSJ12:34:42.72+11:00:52.7,0.536,188.678,11.014638900000001,201.025,201.612,0,458,27.212000000000003,0.727,76.061,-100.0
NGVSJ12:44:19.43+10:10:29.6,NGVSJ12:44:19.43+10:10:29.6,0.884,191.08095830000002,10.174888900000001,201.03099999999998,200.71200000000002,0,459,33.193000000000005,0.77,-3.18,-100.0
NGVSJ12:31:47.86+12:18:21.5,NGVS12:31:47.849+12:18:21.72+0+0,1.9169999999999998,187.9494316,12.3059859,201.084,204.65400000000002,0,460,37.807487548991325,0.95,-45.0,21.43
NGVSJ12:37:28.73+11:19:00.6,NGVSJ12:37:28.73+11:19:00.6,0.036000000000000004,189.3697083,11.3168333,201.15099999999998,197.74599999999998,0,461,76.241,0.6890000000000001,-63.275,-100.0
NGVSJ12:36:28.39+12:38:46.6,NGVSJ12:36:28.39+12:38:46.6,0.39799999999999996,189.1182917,12.6462778,201.15200000000002,201.477,0,462,39.354,0.593,-21.901,-100.0
NGVSJ12:30:43.21+14:09:15.7,NGVSJ12:30:43.21+14:09:15.7,0.35600000000000004,187.6800417,14.154361100000001,201.15400000000002,201.85,0,463,30.000000000000004,0.972,68.97800000000001,-100.0
NGVSJ12:24:36.77+16:03:04.2,NGVSJ12:24:36.77+16:03:04.2,0.461,186.15320830000002,16.0511667,201.15599999999998,201.11599999999999,0,464,19.767,0.745,-1.753,-100.0
NGVSJ12:36:21.78+11:27:42.1,NGVSJ12:36:21.78+11:27:42.1,1.155,189.09075,11.4616944,201.168,201.079,0,465,22.301,0.6759999999999999,-65.297,-100.0
NGVSJ12:30:12.27+14:27:20.7,NGVSJ12:30:12.27+14:27:20.7,0.233,187.551125,14.45575,201.18099999999998,200.563,0,466,23.219,0.873,-77.67699999999998,-100.0
NGVSJ12:19:21.16+12:14:34.7,NGVSJ12:19:21.16+12:14:34.7,0.154,184.8381667,12.242972199999999,201.215,202.063,0,467,13.951,0.999,5.0,-100.0
NGVSJ12:32:08.05+10:26:29.4,NGVSJ12:32:08.05+10:26:29.4,1.031,188.0335417,10.4415,201.225,202.09599999999998,0,468,14.623,0.7170000000000001,39.245,-100.0
NGVSJ12:32:50.38+11:17:37.4,NGVSJ12:32:50.38+11:17:37.4,0.41100000000000003,188.20991669999998,11.2937222,201.22799999999998,201.142,0,469,16.265,0.76,-76.164,-100.0
NGVSJ12:33:36.01+08:53:07.1,NGVSJ12:33:36.01+08:53:07.1,1.248,188.4000417,8.885305599999997,201.231,200.679,0,470,23.038000000000004,0.429,-30.95,-100.0
NGVSJ12:27:43.54+07:41:52.6,NGVSJ12:27:43.54+07:41:52.6,0.02,186.9314167,7.6979444,201.237,203.709,0,471,17.247999999999998,0.621,-1.989,-100.0
NGVSJ12:31:36.74+08:47:41.6,NGVSJ12:31:36.74+08:47:41.6,0.22899999999999998,187.90308330000002,8.794888900000002,201.27,202.03,0,472,14.647,0.848,33.708,-100.0
NGVSJ12:24:10.76+16:23:40.6,NGVSJ12:24:10.76+16:23:40.6,0.934,186.04483330000002,16.3946111,201.27599999999998,203.02599999999998,0,473,18.731,0.8420000000000001,-51.12,-100.0
NGVSJ12:33:37.07+15:44:51.0,NGVSJ12:33:37.07+15:44:51.0,0.34600000000000003,188.40445830000002,15.7475,201.298,200.095,0,474,33.644,0.758,79.71600000000002,-100.0
NGVSJ12:29:14.08+07:22:58.7,NGVSJ12:29:14.08+07:22:58.7,0.272,187.3086667,7.382972200000001,201.30900000000003,201.428,0,475,28.773000000000003,0.815,48.982,-100.0
NGVSJ12:25:29.27+12:20:02.4,NGVSJ12:25:29.27+12:20:02.4,0.193,186.37195830000002,12.334000000000001,201.31,202.148,0,476,20.0,0.79,60.083,-100.0
NGVSJ12:19:16.63+05:54:11.5,NGVSJ12:19:16.63+05:54:11.5,1.6640000000000001,184.81929169999998,5.9031944,201.328,201.673,0,477,23.719,0.833,70.571,-100.0
NGVSJ12:30:15.05+13:20:31.0,NGVS12:30:15.074+13:20:30.21-1+1,0.884,187.5627274,13.3419378,201.328,209.87599999999998,0,478,23.614972670448022,0.95,-45.0,21.811
NGVSJ12:30:00.94+12:44:11.3,NGVS12:30:00.943+12:44:11.76-1+1,0.33,187.50390369999997,12.7364713,201.36,198.53599999999997,0,479,34.56149636742903,0.95,-45.0,21.514
NGVSJ12:23:31.74+07:41:04.4,NGVSJ12:23:31.74+07:41:04.4,0.034,185.88225,7.684555599999999,201.37,201.55700000000002,0,480,15.392000000000001,0.612,-28.505,-100.0
NGVSJ12:30:53.95+13:29:36.5,NGVSJ12:30:53.95+13:29:36.5,0.179,187.7247917,13.493472199999998,201.375,200.165,0,481,26.349,0.8320000000000001,-10.53,-100.0
NGVSJ12:48:46.12+10:19:32.4,NGVSJ12:48:46.12+10:19:32.4,0.322,192.1921667,10.3256667,201.386,201.52900000000002,0,482,19.648,0.522,-36.595,-100.0
NGVSJ12:14:43.05+10:31:59.3,NGVSJ12:14:43.05+10:31:59.3,0.537,183.679375,10.5331389,201.40099999999998,201.035,1,483,17.069000000000006,0.911,-23.004,-100.0
NGVSJ12:35:49.75+10:11:25.2,NGVSJ12:35:49.75+10:11:25.2,0.361,188.95729169999998,10.1903333,201.457,201.125,0,484,40.0,0.387,1.867,-100.0
NGVSJ12:30:18.81+16:20:13.9,NGVSJ12:30:18.81+16:20:13.9,0.07,187.578375,16.3371944,201.46,201.607,0,485,18.68,0.7120000000000001,16.096,-100.0
NGVSJ12:34:24.26+11:33:41.1,NGVSJ12:34:24.26+11:33:41.1,0.792,188.6010833,11.561416699999999,201.46200000000002,206.125,0,486,36.62300000000001,0.856,-64.87100000000001,-100.0
NGVSJ12:22:19.46+06:10:02.3,NGVSJ12:22:19.46+06:10:02.3,0.16399999999999998,185.58108330000002,6.1673056,201.47799999999998,200.38099999999997,0,487,33.121,0.84,42.412,-100.0
NGVSJ12:48:10.39+15:11:18.6,NGVSJ12:48:10.39+15:11:18.6,0.34,192.0432917,15.1885,201.486,202.919,0,488,39.441,0.629,69.818,-100.0
NGVSJ12:25:09.75+10:31:39.2,NGVSJ12:25:09.75+10:31:39.2,0.537,186.290625,10.5275556,201.49200000000002,201.908,0,489,18.328,0.8370000000000001,78.148,-100.0
NGVSJ12:26:01.56+06:59:08.0,NGVSJ12:26:01.56+06:59:08.0,0.11800000000000001,186.5065,6.9855556,201.49599999999998,201.58900000000003,0,490,25.0,0.583,41.858,-100.0
NGVSJ12:16:47.18+07:33:44.5,NGVSJ12:16:47.18+07:33:44.5,0.21600000000000005,184.19658330000001,7.562361099999999,201.5,201.856,0,491,18.485,0.536,40.098,-100.0
NGVSJ12:28:57.04+10:05:07.6,NGVSJ12:28:57.04+10:05:07.6,0.034,187.23766669999998,10.0854444,201.517,202.196,0,492,31.122,0.526,79.126,-100.0
NGVSJ12:42:28.34+08:26:22.4,NGVSJ12:42:28.34+08:26:22.4,-0.013999999999999999,190.61808330000002,8.4395556,201.53,201.32,0,493,22.263,0.852,-80.788,-100.0
NGVSJ12:22:35.47+06:59:23.5,NGVSJ12:22:35.47+06:59:23.5,0.321,185.6477917,6.989861099999999,201.532,201.062,0,494,19.4,0.7390000000000001,-71.217,-100.0
NGVSJ12:26:38.24+11:13:17.6,NGVSJ12:26:38.24+11:13:17.6,0.037000000000000005,186.65933330000001,11.2215556,201.53599999999997,202.308,0,495,60.276,0.29,33.09,-100.0
NGVSJ12:31:18.59+14:00:17.2,NGVSJ12:31:18.59+14:00:17.2,0.604,187.82745830000002,14.004777800000001,201.549,198.82299999999998,0,496,40.0,0.877,8.801,-100.0
NGVSJ12:26:49.59+12:10:43.0,NGVS12:26:49.570+12:10:42.57-1+0,1.23,186.7066171,12.1786028,201.567,204.484,0,497,18.336897865336205,0.536,78.46,20.429000000000002
NGVSJ12:32:51.68+09:43:44.1,NGVSJ12:32:51.68+09:43:44.1,0.14800000000000002,188.2153333,9.7289167,201.595,198.80900000000003,0,498,19.71,0.581,2.027,-100.0
NGVSJ12:31:34.03+07:17:30.6,NGVSJ12:31:34.03+07:17:30.6,0.304,187.8917917,7.291833299999999,201.62,201.513,0,499,30.355,0.5660000000000001,-88.48200000000001,-100.0
NGVSJ12:27:57.79+16:15:21.9,NGVSJ12:27:57.79+16:15:21.9,0.22,186.9907917,16.2560833,201.63,201.924,0,500,30.259,0.913,39.273,-100.0
NGVSJ12:44:38.06+08:54:41.1,NGVSJ12:44:38.06+08:54:41.1,0.012,191.1585833,8.911416699999998,201.639,201.78799999999998,0,501,33.898,0.78,-43.177,-100.0
NGVSJ12:22:32.07+13:17:29.8,NGVSJ12:22:32.07+13:17:29.8,0.23199999999999998,185.633625,13.2916111,201.668,201.43099999999998,0,502,18.265,0.6970000000000001,-55.833,-100.0
NGVSJ12:30:07.20+12:35:28.2,NGVS12:30:07.202+12:35:28.13-1+1,0.6409999999999999,187.5300112,12.5911662,201.674,207.98,0,503,23.56684526657677,0.95,-45.0,22.248
NGVSJ12:30:07.86+12:23:19.9,NGVS12:30:07.853+12:23:19.87-1+0,1.7169999999999999,187.5327682,12.3888666,201.68400000000003,202.824,1,504,14.609626270232992,0.9103,-56.18,20.489
NGVSJ12:32:03.77+13:04:25.1,NGVS12:32:03.809+13:04:24.64+0+1,0.99,188.01570690000003,13.0736414,201.713,207.622,0,505,22.75935851316401,0.95,-45.0,21.438000000000002
NGVSJ12:33:58.09+06:52:19.5,NGVSJ12:33:58.09+06:52:19.5,0.031,188.4920417,6.8720833,201.738,202.74,0,506,19.083,0.797,43.56100000000001,-100.0
NGVSJ12:39:43.53+07:16:20.7,NGVSJ12:39:43.53+07:16:20.7,0.415,189.931375,7.2724167,201.74400000000003,200.59400000000002,0,507,20.871,0.928,22.744,-100.0
NGVSJ12:19:58.85+06:07:47.1,NGVSJ12:19:58.85+06:07:47.1,0.826,184.9952083,6.12975,201.745,201.31,0,508,27.63300000000001,0.708,-67.906,-100.0
NGVSJ12:43:37.92+11:37:19.0,NGVSJ12:43:37.92+11:37:19.0,6.095,190.908,11.6219444,201.75,201.845,1,509,31.746,0.97,6.245,-100.0
NGVSJ12:19:28.73+06:04:17.5,NGVSJ12:19:28.73+06:04:17.5,0.8029999999999999,184.8697083,6.0715278,201.77,200.27700000000002,0,510,33.201,0.938,-42.377,-100.0
NGVSJ12:43:58.17+09:00:08.3,NGVSJ12:43:58.17+09:00:08.3,0.12,190.992375,9.0023056,201.78099999999998,202.02200000000002,0,511,50.258,0.6609999999999999,2.845,-100.0
NGVSJ12:25:16.00+12:44:10.3,NGVSJ12:25:16.00+12:44:10.3,1.1320000000000001,186.31666669999998,12.7361944,201.785,200.141,0,512,34.367,0.762,-82.67399999999998,-100.0
NGVSJ12:29:56.24+12:40:17.4,NGVS12:29:56.256+12:40:17.14-1+1,0.28,187.4843411,12.6715085,201.797,208.612,0,513,22.0802149033164,0.9103,-45.0,21.788
NGVSJ12:23:59.31+09:24:32.8,NGVSJ12:23:59.31+09:24:32.8,0.27399999999999997,185.997125,9.409111099999999,201.812,202.524,0,514,28.816,0.579,-42.152,-100.0
NGVSJ12:28:03.06+10:36:01.2,NGVSJ12:28:03.06+10:36:01.2,0.02,187.01275,10.6003333,201.828,200.062,0,515,46.895,0.636,25.24,-100.0
NGVSJ12:27:46.56+11:17:57.5,NGVSJ12:27:46.56+11:17:57.5,2.352,186.94400000000002,11.2993056,201.84099999999998,205.59599999999998,1,516,32.341,0.8059999999999999,-50.878,-100.0
NGVSJ12:36:44.81+07:54:35.0,NGVSJ12:36:44.81+07:54:35.0,2.872,189.18670830000002,7.909722200000001,201.845,201.325,0,517,15.639000000000001,0.6559999999999999,-6.0070000000000014,-100.0
NGVSJ12:25:48.32+13:32:26.9,NGVSJ12:25:48.32+13:32:26.9,0.05,186.45133330000002,13.540805599999999,201.85,201.834,0,518,21.645000000000003,0.8690000000000001,-89.476,-100.0
NGVSJ12:37:54.22+13:51:09.4,NGVSJ12:37:54.22+13:51:09.4,0.469,189.4759167,13.8526111,201.854,201.27900000000002,0,519,39.325,0.802,-15.012,-100.0
NGVSJ12:23:40.52+13:50:13.4,NGVSJ12:23:40.52+13:50:13.4,0.441,185.91883330000002,13.837055599999998,201.856,202.387,0,520,23.272,0.906,41.023,-100.0
NGVSJ12:36:13.25+12:10:10.7,NGVSJ12:36:13.25+12:10:10.7,0.10300000000000001,189.0552083,12.1696389,201.875,201.74200000000002,0,521,30.000000000000004,0.878,-75.868,-100.0
NGVSJ12:18:07.58+11:37:32.1,NGVSJ12:18:07.58+11:37:32.1,0.287,184.53158330000002,11.6255833,201.87900000000002,201.166,0,522,19.736,0.5660000000000001,-66.028,-100.0
NGVSJ12:23:57.41+11:37:03.2,NGVSJ12:23:57.41+11:37:03.2,0.084,185.9892083,11.6175556,201.896,200.96900000000002,0,523,24.533,0.688,-39.001,-100.0
NGVSJ12:49:00.69+09:00:42.2,NGVSJ12:49:00.69+09:00:42.2,0.465,192.252875,9.0117222,201.929,202.11,1,524,29.84800000000001,0.955,-6.182,-100.0
NGVSJ12:22:52.47+12:11:42.2,NGVSJ12:22:52.47+12:11:42.2,0.138,185.718625,12.1950556,201.93400000000003,201.576,0,525,33.755,0.451,-10.925999999999998,-100.0
NGVSJ12:45:31.68+10:38:11.0,NGVSJ12:45:31.68+10:38:11.0,0.18600000000000005,191.382,10.636388900000002,201.946,201.30900000000003,0,526,19.055999999999997,0.6809999999999999,-41.07899999999999,-100.0
NGVSJ12:26:52.38+10:19:57.8,NGVSJ12:26:52.38+10:19:57.8,0.24,186.71825,10.3327222,201.965,202.09400000000002,0,527,19.482,0.65,-60.87600000000001,-100.0
NGVSJ12:35:19.66+11:29:20.0,NGVSJ12:35:19.66+11:29:20.0,1.071,188.8319167,11.488888900000001,201.97099999999998,201.31900000000002,0,528,21.29,0.6,-9.226,-100.0
NGVSJ12:36:13.25+05:04:46.2,NGVSJ12:36:13.25+05:04:46.2,0.297,189.0552083,5.0795,201.98,201.549,0,529,15.125,0.848,-58.379,-100.0
NGVSJ12:32:24.04+11:45:31.5,NGVS12:32:24.036+11:45:30.79+0+0,0.41,188.10018490000002,11.7587362,202.0,206.2,0,530,20.759358125574447,0.385,-69.97,20.261
NGVSJ12:29:16.61+10:51:01.2,NGVSJ12:29:16.61+10:51:01.2,0.172,187.3192083,10.8503333,202.00599999999997,202.11700000000002,0,531,24.705,0.618,28.784,-100.0
NGVSJ12:14:22.50+14:13:13.2,NGVSJ12:14:22.50+14:13:13.2,0.278,183.59375,14.220333300000002,202.012,193.94799999999998,0,532,33.454,0.627,-11.2,-100.0
NGVSJ12:34:50.99+11:12:55.0,NGVSJ12:34:50.99+11:12:55.0,0.335,188.7124583,11.2152778,202.015,201.985,0,533,19.104,0.953,-85.27799999999998,-100.0
NGVSJ12:37:54.49+12:35:44.9,NGVSJ12:37:54.49+12:35:44.9,0.055999999999999994,189.4770417,12.5958056,202.021,202.18900000000002,1,534,32.339,0.613,-3.768,-100.0
NGVSJ12:41:32.64+15:55:54.2,NGVSJ12:41:32.64+15:55:54.2,0.095,190.386,15.931722199999998,202.024,200.31,0,535,70.67,0.584,-60.393,-100.0
NGVSJ12:26:25.15+11:18:36.9,NGVSJ12:26:25.15+11:18:36.9,0.135,186.6047917,11.31025,202.02900000000002,201.34799999999998,0,536,22.994,0.909,34.892,-100.0
NGVSJ12:25:49.68+11:17:22.2,NGVSJ12:25:49.68+11:17:22.2,0.040999999999999995,186.457,11.2895,202.05599999999998,202.16299999999998,0,537,22.0,0.441,-36.746,-100.0
NGVSJ12:32:29.38+09:17:46.1,NGVSJ12:32:29.38+09:17:46.1,0.027000000000000003,188.1224167,9.2961389,202.06900000000002,201.37599999999998,0,538,15.993,0.47,-87.516,-100.0
NGVSJ12:28:08.26+13:47:19.9,NGVSJ12:28:08.26+13:47:19.9,0.08199999999999999,187.03441669999998,13.7888611,202.09900000000002,201.23,0,539,32.98,0.643,82.31200000000003,-100.0
NGVSJ12:33:06.02+11:55:22.9,NGVS12:33:06.007+11:55:22.70+0+0,0.326,188.2750686,11.9230269,202.12599999999998,203.483,0,540,13.438502734995144,0.95,-45.0,22.761
NGVSJ12:33:24.73+12:24:11.3,NGVS12:33:24.715+12:24:10.89+0+0,0.937,188.35302130000002,12.403144500000002,202.12900000000002,206.63099999999997,0,541,18.304813354410587,0.95,-45.0,21.177
NGVSJ12:18:49.81+13:01:03.1,NGVSJ12:18:49.81+13:01:03.1,0.66,184.70754169999998,13.0175278,202.14700000000002,200.94799999999998,0,542,14.210999999999999,0.87,-83.01299999999998,-100.0
NGVSJ12:33:08.68+12:10:57.8,NGVS12:33:08.676+12:10:57.40+0+0,1.1,188.28615469999997,12.182725999999999,202.19400000000002,204.666,0,543,14.401069936905316,0.605,72.05,20.656
NGVSJ12:27:14.30+08:59:42.9,NGVSJ12:27:14.30+08:59:42.9,0.982,186.8095833,8.99525,202.203,201.06,0,544,48.442,0.878,-22.838,-100.0
NGVSJ12:47:49.44+15:43:28.9,NGVSJ12:47:49.44+15:43:28.9,0.721,191.956,15.724694400000002,202.225,200.977,0,545,42.029,0.8540000000000001,88.11200000000002,-100.0
NGVSJ12:18:44.85+06:52:56.6,NGVSJ12:18:44.85+06:52:56.6,0.16899999999999998,184.686875,6.882388900000001,202.28900000000002,200.45,0,546,19.039,0.778,31.096,-100.0
NGVSJ12:39:25.72+10:30:12.3,NGVSJ12:39:25.72+10:30:12.3,0.423,189.8571667,10.503416699999999,202.308,203.025,0,547,23.0,0.813,22.378,-100.0
NGVSJ12:49:33.31+15:37:23.6,NGVSJ12:49:33.31+15:37:23.6,0.12,192.38879169999998,15.623222199999995,202.546,201.851,0,548,28.398000000000003,0.846,37.022,-100.0
NGVSJ12:34:36.19+11:04:23.4,NGVSJ12:34:36.19+11:04:23.4,0.467,188.65079169999998,11.073166699999998,202.56400000000002,201.517,0,549,34.646,0.8290000000000001,67.115,-100.0
NGVSJ12:31:30.09+16:03:26.2,NGVSJ12:31:30.09+16:03:26.2,0.848,187.875375,16.0572778,202.571,201.935,0,550,22.405,0.632,-80.972,-100.0
NGVSJ12:33:33.17+13:44:09.0,NGVSJ12:33:33.17+13:44:09.0,0.08900000000000001,188.3882083,13.735833300000001,202.581,202.833,0,551,30.416,0.654,-50.644,-100.0
NGVSJ12:33:14.32+13:50:59.1,NGVSJ12:33:14.32+13:50:59.1,0.122,188.30966669999998,13.84975,202.622,203.146,0,552,30.000000000000004,0.871,-60.43899999999999,-100.0
NGVSJ12:39:57.11+11:39:24.4,NGVSJ12:39:57.11+11:39:24.4,0.038,189.9879583,11.6567778,202.641,206.31099999999998,0,553,28.0,0.748,73.275,-100.0
NGVSJ12:22:11.83+13:56:48.4,NGVSJ12:22:11.83+13:56:48.4,0.11199999999999999,185.5492917,13.946777800000001,202.642,201.79,0,554,19.154,0.728,-86.124,-100.0
NGVSJ12:30:04.38+12:30:35.7,NGVS12:30:04.375+12:30:34.84-1+1,0.469,187.518255,12.5099204,202.65099999999998,207.33900000000003,0,555,14.010694575182256,0.7592,-65.28,21.662
NGVSJ12:32:50.56+12:08:20.8,NGVS12:32:50.561+12:08:20.30+0+0,0.841,188.21067280000003,12.1391226,202.65099999999998,205.55700000000002,1,556,12.98395707645518,0.8681,-46.05,20.469
NGVSJ12:40:29.08+13:25:22.9,NGVSJ12:40:29.08+13:25:22.9,0.32799999999999996,190.1211667,13.423027800000002,202.7,201.042,0,557,9.604,0.787,86.306,-100.0
NGVSJ12:45:49.64+14:31:17.7,NGVSJ12:45:49.64+14:31:17.7,2.085,191.4568333,14.521583300000001,202.727,201.748,0,558,44.609,0.915,0.121,-100.0
NGVSJ12:31:37.22+12:46:30.8,NGVS12:31:37.224+12:46:30.54+0+1,0.5820000000000001,187.9050646,12.775229699999999,202.774,203.935,0,559,20.28342236809552,0.95,-45.0,21.465999999999998
NGVSJ12:27:53.02+08:56:13.8,NGVSJ12:27:53.02+08:56:13.8,1.357,186.9709167,8.937166699999997,202.861,201.218,0,560,38.56,0.884,82.83,-100.0
NGVSJ12:33:09.39+14:50:48.3,NGVSJ12:33:09.39+14:50:48.3,-0.03,188.289125,14.84675,202.889,201.952,0,561,18.397,0.6459999999999999,6.564,-100.0
NGVSJ12:41:16.73+10:01:28.1,NGVSJ12:41:16.73+10:01:28.1,3.5189999999999997,190.3197083,10.0244722,202.987,200.774,0,562,30.506999999999998,0.443,82.43799999999997,-100.0
NGVSJ12:22:36.09+12:15:29.5,NGVSJ12:22:36.09+12:15:29.5,0.163,185.650375,12.2581944,203.042,200.29,0,563,40.0,0.536,64.947,-100.0
NGVSJ12:46:49.21+11:56:53.5,NGVSJ12:46:49.21+11:56:53.5,3.4539999999999997,191.70504169999998,11.9481944,203.049,201.485,0,564,27.10700000000001,0.769,-24.316,-100.0
NGVSJ12:43:36.21+10:46:24.0,NGVSJ12:43:36.21+10:46:24.0,0.036000000000000004,190.900875,10.773333300000001,203.13299999999998,202.706,0,565,17.936,0.95,7.0939999999999985,-100.0
NGVSJ12:32:07.71+11:24:18.4,NGVSJ12:32:07.71+11:24:18.4,0.278,188.032125,11.4051111,203.155,203.93599999999998,0,566,38.072,0.763,61.975,-100.0
NGVSJ12:29:12.19+07:53:54.2,NGVSJ12:29:12.19+07:53:54.2,1.087,187.3007917,7.898388900000001,203.18200000000002,202.02700000000002,0,567,12.907,0.8690000000000001,-61.563,-100.0
NGVSJ12:31:33.77+08:47:20.5,NGVSJ12:31:33.77+08:47:20.5,0.177,187.8907083,8.789027800000001,203.227,201.049,0,568,36.094,0.88,-52.8,-100.0
NGVSJ12:36:38.06+08:29:40.5,NGVSJ12:36:38.06+08:29:40.5,0.35100000000000003,189.1585833,8.494583300000002,203.25599999999997,201.546,0,569,19.974,0.6679999999999999,85.319,-100.0
NGVSJ12:44:16.10+11:21:05.4,NGVSJ12:44:16.10+11:21:05.4,0.564,191.0670833,11.3515,203.25900000000001,200.987,0,570,25.803,0.7040000000000001,84.431,-100.0
NGVSJ12:27:50.42+09:47:09.5,NGVSJ12:27:50.42+09:47:09.5,0.555,186.9600833,9.7859722,203.304,200.84900000000002,0,571,16.578,0.83,6.1320000000000014,-100.0
NGVSJ12:32:03.79+12:34:10.0,NGVS12:32:03.809+12:34:09.35+0+1,0.18899999999999997,188.01577360000002,12.5694357,203.351,204.273,0,572,17.545454004869107,0.95,-45.0,22.267
NGVSJ12:25:33.27+13:02:46.6,NGVSJ12:25:33.27+13:02:46.6,1.605,186.388625,13.0462778,203.457,201.025,0,573,22.34800000000001,0.6940000000000001,-57.226000000000006,-100.0
NGVSJ12:34:18.41+13:40:17.8,NGVSJ12:34:18.41+13:40:17.8,0.174,188.5767083,13.6716111,203.532,200.959,0,574,30.000000000000004,0.772,57.74100000000001,-100.0
NGVSJ12:29:48.26+07:43:29.7,NGVSJ12:29:48.26+07:43:29.7,0.8909999999999999,187.45108330000002,7.7249167000000005,203.773,199.519,0,575,15.661,0.472,45.361,-100.0
NGVSJ12:20:32.24+11:39:27.6,NGVSJ12:20:32.24+11:39:27.6,0.5760000000000001,185.1343333,11.657666699999998,203.851,199.601,0,576,23.085,0.637,-55.971,-100.0
NGVSJ12:28:53.71+13:11:51.2,NGVS12:28:53.726+13:11:51.03-1+1,1.35,187.2237804,13.197544800000001,203.857,204.43400000000003,0,577,18.080214128137268,0.59430003,80.81,21.061999999999998
NGVSJ12:31:34.12+12:54:17.6,NGVS12:31:34.130+12:54:17.48+0+1,0.789,187.89215159999998,12.904902499999999,203.93,204.44099999999997,0,578,21.807486998206162,0.95,-45.0,22.13300000000001
NGVSJ12:32:10.28+12:33:02.2,NGVS12:32:10.289+12:33:02.47+0+1,0.33,188.0428381,12.550619000000001,204.143,198.963,0,579,37.77005455710671,0.7313,-19.96,20.116
NGVSJ12:19:59.15+06:57:47.8,NGVSJ12:19:59.15+06:57:47.8,0.5529999999999999,184.9964583,6.9632777999999975,204.15099999999998,200.553,0,580,42.24800000000001,0.556,62.076,-100.0
NGVSJ12:45:23.24+10:03:40.8,NGVSJ12:45:23.24+10:03:40.8,0.092,191.34683330000001,10.061333300000001,204.32299999999998,200.101,0,581,25.171,0.635,-84.71700000000001,-100.0
NGVSJ12:26:55.15+12:43:13.6,NGVS12:26:55.178+12:43:13.16-1+1,0.598,186.7297719,12.7204439,204.412,210.196,0,582,25.743316201602717,0.5339,-4.89,21.291
